Input image,Inclusive mask,Exclusive mask,LI (overall),LI (SD),LI (min),LI (max),LI_T25 (overall),LI_T25 (SD),wm_LI,wm_lowCI,wm_highCI,Variance Weighting,Clustering,Source path,Lower threshold,Bootstrap sample (percent),Sample size: Minimum,Sample size: Maximum
"OXF06__PD_tstat1.nii,1",LI-frontal-mask,none,0.33,0.21,0.11,0.85,0.27,0.042,0.37,0.15,0.84,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,25,5,10000
"OXF07__PD_tstat1.nii,1",LI-frontal-mask,none,0.52,0.18,0.22,0.82,0.52,0.082,0.55,0.3,0.8,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,100,5,10000
"OXF08__PD_tstat1.nii,1",LI-frontal-mask,none,0.68,0.15,0.36,0.87,0.7,0.058,0.68,0.53,0.86,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,83.3333,5,10000
"OXF09__PD_tstat1.nii,1",LI-frontal-mask,none,0.58,0.22,0.23,0.94,0.59,0.13,0.63,0.3,0.94,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,29.4118,5,10000
"OXF10__PD_tstat1.nii,1",LI-frontal-mask,none,0.44,0.12,0.2,0.6,0.48,0.074,0.46,0.27,0.57,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,71.4286,5,10000
"OXF11__PD_tstat1.nii,1",LI-frontal-mask,none,0.2,0.14,0.024,0.65,0.17,0.04,0.24,0.068,0.64,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,100,5,10000
"OXF12__PD_tstat1.nii,1",LI-frontal-mask,none,0.32,0.3,-0.013,0.9,0.25,0.14,0.43,0.014,0.9,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,55.5556,5,10000
"OXF13__PD_tstat1.nii,1",LI-frontal-mask,none,0.47,0.24,0.15,0.91,0.43,0.13,0.51,0.23,0.9,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,41.6667,5,10000
"OXF14__PD_tstat1.nii,1",LI-frontal-mask,none,0.07,0.18,-0.41,0.26,0.13,0.052,-0.011,-0.39,0.23,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,25,5,10000
"OXF15__PD_tstat1.nii,1",LI-frontal-mask,none,-0.07,0.095,-0.33,0.031,-0.039,0.039,-0.096,-0.32,-0.0084,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,25,5,10000
"OXF16__PD_tstat1.nii,1",LI-frontal-mask,none,0.56,0.24,0.2,0.95,0.55,0.14,0.6,0.3,0.95,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,25,5,10000
"OXF17__PD_tstat1.nii,1",LI-frontal-mask,none,0.29,0.23,0.028,0.87,0.23,0.064,0.36,0.079,0.86,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,38.4615,5,10000
"OXF18__PD_tstat1.nii,1",LI-frontal-mask,none,0.11,0.24,-0.61,0.43,0.14,0.097,0.093,-0.6,0.38,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,50,5,10000
"OXF19__PD_tstat1.nii,1",LI-frontal-mask,none,0.4,0.21,0.063,0.67,0.43,0.13,0.43,0.15,0.65,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,25,5,10000
"OXF20__PD_tstat1.nii,1",LI-frontal-mask,none,0.87,0.12,0.6,0.98,0.92,0.047,0.77,0.79,0.98,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,71.4286,5,10000
"OXF21__PD_tstat1.nii,1",LI-frontal-mask,none,0.65,0.21,0.24,0.94,0.68,0.1,0.68,0.35,0.93,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,55.5556,5,10000
"OXF22__PD_tstat1.nii,1",LI-frontal-mask,none,0.59,0.13,0.34,0.85,0.6,0.052,0.58,0.44,0.85,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,100,5,10000
"OXF23__PD_tstat1.nii,1",LI-frontal-mask,none,0.054,0.13,-0.26,0.23,0.098,0.054,0.017,-0.25,0.2,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,83.3333,5,10000
"OXF24__PD_tstat1.nii,1",LI-frontal-mask,none,0.32,0.22,0.048,0.76,0.28,0.11,0.38,0.11,0.75,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,62.5,5,10000
"OXF25__PD_tstat1.nii,1",LI-frontal-mask,none,0.61,0.2,0.29,0.97,0.6,0.093,0.62,0.37,0.97,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,100,5,10000
"OXF26__PD_tstat1.nii,1",LI-frontal-mask,none,0.3,0.25,0.027,0.89,0.22,0.085,0.37,0.075,0.88,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,25,5,10000
"OXF27__PD_tstat1.nii,1",LI-frontal-mask,none,0.77,0.17,0.42,0.98,0.8,0.084,0.75,0.55,0.98,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,100,5,10000
"BAN01__WC_tstat1.nii,1",LI-frontal-mask,none,-0.37,0.16,-0.8,-0.18,-0.32,0.019,-0.39,-0.79,-0.26,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,33.3333,5,10000
"BAN02__WC_tstat1.nii,1",LI-frontal-mask,none,-0.49,0.19,-0.9,-0.23,-0.45,0.076,-0.5,-0.9,-0.34,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,83.3333,5,10000
"BAN03__WC_tstat1.nii,1",LI-frontal-mask,none,-0.82,0.1,-0.96,-0.59,-0.84,0.039,-0.76,-0.96,-0.73,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,38.4615,5,10000
"BAN04__WC_tstat1.nii,1",LI-frontal-mask,none,0.00027,0.12,-0.23,0.36,0.00059,0.026,0.0003,-0.21,0.3,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,31.25,5,10000
"BAN05__WC_tstat1.nii,1",LI-frontal-mask,none,0.19,0.28,-0.03,0.79,0.064,0.088,0.29,-0.021,0.77,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,100,5,10000
"BAN06__WC_tstat1.nii,1",LI-frontal-mask,none,-0.2,0.22,-0.71,0.028,-0.12,0.077,-0.28,-0.7,-0.028,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,38.4615,5,10000
"BAN07__WC_tstat1.nii,1",LI-frontal-mask,none,-0.059,0.14,-0.51,0.046,-0.00096,0.029,-0.11,-0.5,0.024,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,55.5556,5,10000
"BAN08__WC_tstat1.nii,1",LI-frontal-mask,none,0.098,0.18,-0.08,0.49,0.03,0.097,0.17,-0.069,0.43,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,55.5556,5,10000
"BAN09__WC_tstat1.nii,1",LI-frontal-mask,none,0.024,0.11,-0.31,0.16,0.063,0.023,-0.017,-0.3,0.096,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,50,5,10000
"BAN10__WC_tstat1.nii,1",LI-frontal-mask,none,-0.45,0.23,-0.88,-0.15,-0.42,0.12,-0.52,-0.88,-0.22,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,45.4545,5,10000
"BAN11__WC_tstat1.nii,1",LI-frontal-mask,none,0.32,0.18,0.017,0.66,0.35,0.086,0.38,0.05,0.62,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,45.4545,5,10000
"BAN12__WC_tstat1.nii,1",LI-frontal-mask,none,0.21,0.18,0.045,0.72,0.14,0.02,0.25,0.073,0.7,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,55.5556,5,10000
"BAN13__WC_tstat1.nii,1",LI-frontal-mask,none,0.074,0.22,-0.53,0.28,0.17,0.034,-0.022,-0.52,0.22,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,55.5556,5,10000
"BAN14__WC_tstat1.nii,1",LI-frontal-mask,none,-0.069,0.1,-0.26,0.23,-0.06,0.01,-0.061,-0.25,0.2,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,71.4286,5,10000
"BAN15__WC_tstat1.nii,1",LI-frontal-mask,none,-0.0013,0.093,-0.21,0.11,0.021,0.059,-0.045,-0.2,0.089,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,83.3333,5,10000
"BAN16__WC_tstat1.nii,1",LI-frontal-mask,none,0.5,0.18,0.22,0.84,0.5,0.088,0.52,0.3,0.83,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,25,5,10000
"BAN17__WC_tstat1.nii,1",LI-frontal-mask,none,0.082,0.26,-0.16,0.65,-0.024,0.095,0.19,-0.14,0.62,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,27.7778,5,10000
"BAN18__WC_tstat1.nii,1",LI-frontal-mask,none,-0.23,0.25,-0.83,0.011,-0.15,0.12,-0.32,-0.83,-0.02,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,35.7143,5,10000
"BAN19__WC_tstat1.nii,1",LI-frontal-mask,none,-0.72,0.16,-0.94,-0.45,-0.74,0.079,-0.66,-0.94,-0.51,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,62.5,5,10000
"BAN21__WC_tstat1.nii,1",LI-frontal-mask,none,-0.23,0.16,-0.43,0.11,-0.26,0.1,-0.13,-0.42,0.019,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,62.5,5,10000
"BAN22__WC_tstat1.nii,1",LI-frontal-mask,none,0.43,0.26,0.12,0.88,0.38,0.14,0.49,0.16,0.87,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,45.4545,5,10000
"BAN23__WC_tstat1.nii,1",LI-frontal-mask,none,-0.057,0.3,-0.75,0.23,0.058,0.1,-0.18,-0.75,0.18,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,71.4286,5,10000
"BAN24__WC_tstat1.nii,1",LI-frontal-mask,none,0.35,0.13,0.12,0.69,0.34,0.023,0.37,0.22,0.67,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,100,5,10000
"OXF01__WC_tstat1.nii,1",LI-frontal-mask,none,0.51,0.26,0.16,0.93,0.5,0.16,0.55,0.24,0.92,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,33.3333,5,10000
"OXF02__WC_tstat1.nii,1",LI-frontal-mask,none,-0.24,0.2,-0.82,-0.082,-0.17,0.024,-0.27,-0.82,-0.13,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,71.4286,5,10000
"OXF03__WC_tstat1.nii,1",LI-frontal-mask,none,0.5,0.19,0.2,0.82,0.48,0.076,0.54,0.25,0.81,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,100,5,10000
"OXF04__WC_tstat1.nii,1",LI-frontal-mask,none,0.037,0.25,-0.17,0.77,-0.06,0.033,0.12,-0.16,0.75,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,45.4545,5,10000
"OXF05__WC_tstat1.nii,1",LI-frontal-mask,none,0.21,0.22,0.015,0.76,0.13,0.069,0.29,0.032,0.75,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,25,5,10000
"OXF06__WC_tstat1.nii,1",LI-frontal-mask,none,0.21,0.21,-0.029,0.75,0.15,0.056,0.29,-0.003,0.74,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,62.5,5,10000
"OXF07__WC_tstat1.nii,1",LI-frontal-mask,none,-0.029,0.2,-0.26,0.45,-0.089,0.054,0.028,-0.25,0.42,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,55.5556,5,10000
"OXF08__WC_tstat1.nii,1",LI-frontal-mask,none,0.41,0.19,0.14,0.79,0.37,0.074,0.45,0.19,0.78,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,38.4615,5,10000
"OXF09__WC_tstat1.nii,1",LI-frontal-mask,none,0.42,0.21,0.09,0.84,0.41,0.11,0.49,0.16,0.83,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,71.4286,5,10000
"OXF10__WC_tstat1.nii,1",LI-frontal-mask,none,0.57,0.16,0.26,0.86,0.57,0.066,0.59,0.38,0.85,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,71.4286,5,10000
"OXF11__WC_tstat1.nii,1",LI-frontal-mask,none,-0.025,0.26,-0.58,0.35,0.026,0.074,-0.11,-0.57,0.29,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,50,5,10000
"OXF12__WC_tstat1.nii,1",LI-frontal-mask,none,0.01,0.11,-0.15,0.28,-0.0096,0.071,0.061,-0.12,0.2,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,50,5,10000
"OXF14__WC_tstat1.nii,1",LI-frontal-mask,none,-0.44,0.36,-0.97,0.024,-0.41,0.23,-0.56,-0.97,-0.065,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,100,5,10000
"OXF15__WC_tstat1.nii,1",LI-frontal-mask,none,-0.38,0.21,-0.83,-0.12,-0.34,0.1,-0.42,-0.83,-0.2,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,29.4118,5,10000
"OXF16__WC_tstat1.nii,1",LI-frontal-mask,none,0.21,0.3,-0.1,0.85,0.12,0.14,0.33,-0.09,0.84,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,31.25,5,10000
"OXF17__WC_tstat1.nii,1",LI-frontal-mask,none,0.39,0.21,0.054,0.78,0.39,0.11,0.46,0.14,0.76,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,41.6667,5,10000
"OXF18__WC_tstat1.nii,1",LI-frontal-mask,none,-0.23,0.052,-0.36,-0.11,-0.23,0.013,-0.23,-0.35,-0.19,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,27.7778,5,10000
"OXF19__WC_tstat1.nii,1",LI-frontal-mask,none,0.34,0.26,0.013,0.83,0.28,0.12,0.42,0.067,0.82,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,29.4118,5,10000
"OXF20__WC_tstat1.nii,1",LI-frontal-mask,none,0.5,0.16,0.29,0.81,0.45,0.057,0.51,0.35,0.79,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,50,5,10000
"OXF21__WC_tstat1.nii,1",LI-frontal-mask,none,0.36,0.22,0.085,0.86,0.31,0.12,0.43,0.13,0.85,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,71.4286,5,10000
"OXF22__WC_tstat1.nii,1",LI-frontal-mask,none,-0.046,0.19,-0.28,0.5,-0.11,0.03,0.027,-0.26,0.46,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,83.3333,5,10000
"OXF23__WC_tstat1.nii,1",LI-frontal-mask,none,-0.12,0.068,-0.25,0.11,-0.13,0.019,-0.1,-0.23,0.073,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,71.4286,5,10000
"OXF24__WC_tstat1.nii,1",LI-frontal-mask,none,0.21,0.14,0.075,0.59,0.17,0.054,0.24,0.097,0.58,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,62.5,5,10000
"OXF25__WC_tstat1.nii,1",LI-frontal-mask,none,-0.31,0.14,-0.65,-0.099,-0.3,0.057,-0.33,-0.64,-0.17,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,29.4118,5,10000
"OXF26__WC_tstat1.nii,1",LI-frontal-mask,none,0.49,0.33,0.037,0.99,0.47,0.21,0.56,0.073,0.99,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,83.3333,5,10000
"OXF27__WC_tstat1.nii,1",LI-frontal-mask,none,0.28,0.3,-0.02,0.89,0.17,0.14,0.39,0.01,0.88,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,45.4545,5,10000
"BAN01_SC_tstat1.nii,1",LI-frontal-mask,none,0.1,0.12,-0.029,0.4,0.048,0.024,0.14,-0.013,0.35,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,100,5,10000
"BAN02_SC_tstat1.nii,1",LI-frontal-mask,none,-0.27,0.064,-0.39,-0.18,-0.27,0.045,-0.22,-0.38,-0.21,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,50,5,10000
"BAN03_SC_tstat1.nii,1",LI-frontal-mask,none,-0.77,0.096,-0.92,-0.58,-0.77,0.046,-0.66,-0.91,-0.67,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,35.7143,5,10000
"BAN04_SC_tstat1.nii,1",LI-frontal-mask,none,0.43,0.25,0.11,0.88,0.39,0.13,0.5,0.16,0.87,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,25,5,10000
"BAN05_SC_tstat1.nii,1",LI-frontal-mask,none,0.27,0.35,-0.097,0.93,0.17,0.19,0.41,-0.074,0.92,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,62.5,5,10000
"BAN06_SC_tstat1.nii,1",LI-frontal-mask,none,-0.086,0.2,-0.63,0.098,-0.0056,0.035,-0.15,-0.63,0.042,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,25,5,10000
"BAN07_SC_tstat1.nii,1",LI-frontal-mask,none,0.32,0.23,0.054,0.77,0.27,0.13,0.39,0.082,0.75,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,25,5,10000
"BAN08_SC_tstat1.nii,1",LI-frontal-mask,none,-0.1,0.19,-0.68,0.038,-0.032,0.015,-0.15,-0.67,0.011,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,83.3333,5,10000
"BAN09_SC_tstat1.nii,1",LI-frontal-mask,none,0.57,0.23,0.24,0.97,0.53,0.12,0.6,0.33,0.97,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,62.5,5,10000
"BAN10_SC_tstat1.nii,1",LI-frontal-mask,none,-0.22,0.051,-0.34,-0.13,-0.21,0.029,-0.21,-0.32,-0.17,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,26.3158,5,10000
"BAN11_SC_tstat1.nii,1",LI-frontal-mask,none,0.48,0.15,0.17,0.79,0.49,0.044,0.49,0.29,0.77,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,38.4615,5,10000
"BAN12_SC_tstat1.nii,1",LI-frontal-mask,none,0.32,0.26,0.013,0.88,0.26,0.13,0.41,0.046,0.87,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,83.3333,5,10000
"BAN13_SC_tstat1.nii,1",LI-frontal-mask,none,0.3,0.17,-0.25,0.47,0.35,0.062,0.23,-0.24,0.43,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,26.3158,5,10000
"BAN14_SC_tstat1.nii,1",LI-frontal-mask,none,-0.046,0.15,-0.35,0.15,-0.014,0.085,-0.11,-0.33,0.11,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,83.3333,5,10000
"BAN15_SC_tstat1.nii,1",LI-frontal-mask,none,0.44,0.25,-0.31,0.73,0.47,0.12,0.38,-0.3,0.7,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,31.25,5,10000
"BAN16_SC_tstat1.nii,1",LI-frontal-mask,none,0.34,0.14,0.19,0.76,0.29,0.04,0.36,0.21,0.74,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,45.4545,5,10000
"BAN17_SC_tstat1.nii,1",LI-frontal-mask,none,0.2,0.21,-0.084,0.63,0.16,0.091,0.28,-0.058,0.6,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,38.4615,5,10000
"BAN18_SC_tstat1.nii,1",LI-frontal-mask,none,-0.48,0.2,-0.88,-0.2,-0.46,0.12,-0.53,-0.88,-0.27,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,55.5556,5,10000
"BAN19_SC_tstat1.nii,1",LI-frontal-mask,none,-0.18,0.062,-0.29,0.0068,-0.18,0.017,-0.15,-0.29,-0.04,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,62.5,5,10000
"BAN21_SC_tstat1.nii,1",LI-frontal-mask,none,-0.32,0.11,-0.55,-0.19,-0.3,0.068,-0.33,-0.53,-0.22,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,45.4545,5,10000
"BAN22_SC_tstat1.nii,1",LI-frontal-mask,none,0.22,0.26,0.012,0.86,0.11,0.079,0.29,0.026,0.85,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,25,5,10000
"BAN23_SC_tstat1.nii,1",LI-frontal-mask,none,-0.074,0.059,-0.27,0.018,-0.06,0.024,-0.089,-0.25,-0.039,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,33.3333,5,10000
"BAN24_SC_tstat1.nii,1",LI-frontal-mask,none,0.66,0.21,0.31,0.98,0.67,0.11,0.66,0.43,0.98,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,83.3333,5,10000
"OXF01__SC_tstat1.nii,1",LI-frontal-mask,none,0.52,0.11,0.31,0.69,0.53,0.069,0.5,0.37,0.67,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,100,5,10000
"OXF02__SC_tstat1.nii,1",LI-frontal-mask,none,-0.27,0.092,-0.42,0.005,-0.3,0.026,-0.24,-0.4,-0.05,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,25,5,10000
"OXF03__SC_tstat1.nii,1",LI-frontal-mask,none,0.41,0.17,0.13,0.7,0.4,0.092,0.45,0.23,0.68,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,55.5556,5,10000
"OXF04__SC_tstat1.nii,1",LI-frontal-mask,none,0.22,0.081,0.085,0.47,0.2,0.021,0.22,0.13,0.43,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,29.4118,5,10000
"OXF05__SC_tstat1.nii,1",LI-frontal-mask,none,-0.41,0.2,-0.83,-0.18,-0.34,0.065,-0.43,-0.83,-0.27,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,100,5,10000
"OXF06__SC_tstat1.nii,1",LI-frontal-mask,none,-0.0017,0.062,-0.13,0.11,-0.0011,0.028,-0.016,-0.12,0.081,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,31.25,5,10000
"OXF07__SC_tstat1.nii,1",LI-frontal-mask,none,-0.32,0.27,-0.75,0.024,-0.29,0.18,-0.41,-0.75,-0.04,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,45.4545,5,10000
"OXF08__SC_tstat1.nii,1",LI-frontal-mask,none,0.18,0.12,0.004,0.45,0.17,0.068,0.21,0.026,0.4,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,55.5556,5,10000
"OXF09__SC_tstat1.nii,1",LI-frontal-mask,none,0.63,0.15,0.38,0.87,0.63,0.081,0.64,0.46,0.86,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,35.7143,5,10000
"OXF10__SC_tstat1.nii,1",LI-frontal-mask,none,0.34,0.13,-0.077,0.51,0.36,0.044,0.31,-0.062,0.48,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,55.5556,5,10000
"OXF11__SC_tstat1.nii,1",LI-frontal-mask,none,0.34,0.23,0.046,0.88,0.3,0.088,0.42,0.1,0.87,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,55.5556,5,10000
"OXF12__SC_tstat1.nii,1",LI-frontal-mask,none,0.4,0.23,0.026,0.72,0.43,0.16,0.48,0.083,0.68,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,62.5,5,10000
"OXF13__SC_tstat1.nii,1",LI-frontal-mask,none,0.42,0.22,0.14,0.85,0.39,0.1,0.47,0.19,0.84,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,25,5,10000
"OXF14__SC_tstat1.nii,1",LI-frontal-mask,none,-0.38,0.27,-0.93,-0.093,-0.3,0.13,-0.46,-0.93,-0.17,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,26.3158,5,10000
"OXF15__SC_tstat1.nii,1",LI-frontal-mask,none,-0.063,0.16,-0.55,0.065,-0.00091,0.016,-0.11,-0.54,0.028,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,31.25,5,10000
"OXF16__SC_tstat1.nii,1",LI-frontal-mask,none,0.38,0.25,0.02,0.84,0.35,0.13,0.46,0.087,0.83,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,41.6667,5,10000
"OXF17__SC_tstat1.nii,1",LI-frontal-mask,none,0.15,0.11,-0.17,0.41,0.16,0.035,0.15,-0.16,0.34,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,55.5556,5,10000
"OXF18__SC_tstat1.nii,1",LI-frontal-mask,none,0.25,0.23,-0.077,0.68,0.25,0.13,0.35,-0.011,0.66,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,33.3333,5,10000
"OXF19__SC_tstat1.nii,1",LI-frontal-mask,none,0.4,0.17,0.098,0.68,0.42,0.08,0.42,0.21,0.64,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,71.4286,5,10000
"OXF20__SC_tstat1.nii,1",LI-frontal-mask,none,0.75,0.16,0.46,0.96,0.77,0.081,0.7,0.6,0.96,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,25,5,10000
"OXF21__SC_tstat1.nii,1",LI-frontal-mask,none,0.52,0.23,0.22,0.96,0.47,0.12,0.57,0.3,0.96,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,83.3333,5,10000
"OXF22__SC_tstat1.nii,1",LI-frontal-mask,none,0.46,0.26,0.16,0.95,0.4,0.14,0.52,0.22,0.94,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,45.4545,5,10000
"OXF23__SC_tstat1.nii,1",LI-frontal-mask,none,0.17,0.17,0.029,0.69,0.1,0.02,0.22,0.053,0.66,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,35.7143,5,10000
"OXF24__SC_tstat1.nii,1",LI-frontal-mask,none,-0.053,0.18,-0.58,0.24,-0.04,0.029,-0.064,-0.57,0.17,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,71.4286,5,10000
"OXF25__SC_tstat1.nii,1",LI-frontal-mask,none,0.38,0.29,0.049,0.93,0.3,0.15,0.47,0.091,0.92,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,62.5,5,10000
"OXF26__SC_tstat1.nii,1",LI-frontal-mask,none,0.29,0.23,0.048,0.82,0.21,0.1,0.36,0.083,0.81,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,50,5,10000
"OXF27__SC_tstat1.nii,1",LI-frontal-mask,none,0.58,0.17,0.24,0.83,0.61,0.086,0.59,0.36,0.82,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,100,5,10000
"BAN01__SD_tstat1.nii,1",LI-frontal-mask,none,0.036,0.26,-0.18,0.73,-0.072,0.059,0.15,-0.17,0.7,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,45.4545,5,10000
"BAN02__SD_tstat1.nii,1",LI-frontal-mask,none,-0.51,0.17,-0.73,-0.21,-0.55,0.1,-0.53,-0.73,-0.29,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,71.4286,5,10000
"BAN03__SD_tstat1.nii,1",LI-frontal-mask,none,0.5,0.28,0.14,0.97,0.46,0.17,0.58,0.2,0.97,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,62.5,5,10000
"BAN04__SD_tstat1.nii,1",LI-frontal-mask,none,0.11,0.2,-0.052,0.68,0.027,0.048,0.19,-0.028,0.65,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,25,5,10000
"BAN05__SD_tstat1.nii,1",LI-frontal-mask,none,-0.2,0.17,-0.44,-0.0013,-0.18,0.12,-0.25,-0.43,-0.036,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,25,5,10000
